time,row,col,demand
124,4,6,0
160,6,4,14
487,5,3,0
662,2,6,216
171,2,3,0
94,6,2,0
588,3,1,0
397,0,0,0
30,2,4,9
362,3,7,46
413,0,5,12
394,3,7,0
29,0,2,0
521,5,1,0
662,7,4,0
673,7,6,41
476,5,5,56
504,1,6,1027
62,4,5,81
560,0,5,0
37,1,7,263
148,2,1,0
347,0,3,0
91,2,5,193
396,3,0,0
303,0,4,74
492,5,3,0
341,3,2,10
612,6,0,0
650,5,3,0
85,5,4,73
612,2,3,28
506,4,2,0
256,4,5,39
118,6,6,4
372,4,3,0
312,6,4,6
604,5,7,75
145,1,4,11
159,2,0,0
293,5,1,0
351,3,2,48
393,4,2,0
470,5,3,13
711,3,2,0
209,0,5,61
571,2,7,110
21,6,5,11
71,4,5,81
336,5,2,0
719,6,3,0
206,6,6,20
48,7,2,0
445,3,5,25
367,3,7,11
630,6,1,0
639,0,5,11
390,1,3,30
529,2,4,104
1,1,2,0
22,4,3,51
150,0,2,0
322,4,0,0
589,2,2,159
279,3,6,23
355,6,2,0
15,7,6,3
428,2,3,70
16,4,0,0
96,6,6,6
114,4,2,0
318,2,7,67
306,2,0,0
357,6,0,10
553,0,1,16
57,2,7,608
511,7,1,0
334,7,6,0
392,5,3,0
368,7,3,0
331,0,2,32
117,0,4,33
209,3,0,8
363,7,1,0
119,6,2,0
115,6,4,23
376,0,2,85
674,3,7,21
15,2,0,0
86,6,5,44
4,0,3,5
640,3,7,49
344,5,2,0
726,5,0,0
23,6,1,0
410,2,4,55
672,0,2,95
407,7,4,11
638,1,2,37
547,7,6,15
626,6,3,0
378,4,7,68
707,1,2,56
551,7,7,31
49,6,3,3
212,0,1,0
242,5,0,0
135,3,2,7
285,7,1,0
647,5,3,0
447,3,5,45
391,6,7,0
443,7,5,0
242,4,3,44
538,4,1,0
16,1,1,14
78,3,2,0
448,0,5,53
665,3,3,223
636,1,0,0
278,6,2,0
26,1,5,14
624,5,3,0
703,3,2,43
360,0,0,0
253,6,6,14
102,1,6,0
274,0,6,0
723,6,3,59
407,1,1,23
166,1,4,18
714,4,1,22
663,7,1,12
544,2,6,230
196,5,5,12
220,3,7,0
379,7,4,0
348,3,7,6
543,2,2,144
469,2,4,130
251,5,6,39
373,2,0,0
351,6,6,0
250,3,2,0
328,5,6,32
589,3,1,17
160,1,4,48
222,4,6,13
536,1,5,15
313,0,0,6
537,0,4,0
333,7,3,10
368,3,7,0
261,4,4,22
464,1,7,8
18,4,7,33
121,1,4,13
53,0,5,0
506,0,2,23
675,6,6,12
97,3,2,10
98,3,1,4
280,2,7,29
27,1,1,0
210,0,7,88
681,5,3,0
74,1,0,0
465,3,0,0
487,2,7,0
514,3,7,0
561,1,7,0
0,1,5,8
596,4,1,34
105,0,1,4
471,4,7,82
492,3,0,0
514,1,5,0
258,7,7,9
265,3,5,75
551,7,6,9
691,3,2,0
710,7,5,0
156,1,3,117
423,7,7,19
596,2,2,44
467,7,3,0
249,6,2,0
1,4,5,5
159,7,4,7
160,7,4,110
82,0,2,132
181,0,1,0
388,7,4,7
50,6,1,0
338,6,7,6
523,4,4,319
373,5,4,63
64,1,1,3
323,1,2,0
164,2,2,23
671,7,1,0
291,3,1,0
432,0,7,190
581,3,3,34
55,3,1,0
266,7,3,0
404,7,7,11
547,6,0,0
326,3,5,42
729,0,1,0
40,0,5,138
340,3,5,179
579,2,7,88
677,4,4,86
358,4,5,216
611,2,7,46
53,6,4,0
308,2,1,0
267,0,6,18
558,2,3,26
320,7,4,0
14,3,7,30
220,0,1,0
390,3,2,18
6,0,3,0
13,1,0,0
415,4,3,39
606,4,5,46
705,3,2,0
191,4,5,34
49,4,0,0
525,2,4,152
526,6,7,9
622,0,6,82
428,4,0,0
336,7,0,0
168,0,1,7
637,6,7,0
221,1,2,0
297,1,5,6
224,2,1,0
77,7,0,0
144,4,2,4
491,3,7,0
659,0,5,12
461,1,2,90
365,6,2,0
421,1,4,19
44,7,1,0
460,5,7,42
211,5,6,154
63,7,7,3
292,5,0,0
248,6,0,0
529,5,5,25
223,3,3,0
525,6,3,9
619,3,2,0
294,7,7,9
43,0,0,29
164,7,2,0
413,2,7,31
696,7,1,0
249,5,2,0
668,4,7,71
727,1,5,1629
689,1,0,0
98,6,3,0
603,6,5,11
4,1,1,0
112,0,2,17
534,7,7,0
564,5,5,16
264,7,0,0
151,6,6,0
67,5,7,385
211,2,4,68
142,4,3,46
494,4,3,14
27,4,1,0
541,2,0,0
3,4,2,0
481,1,5,100
144,3,2,11
660,6,7,51
584,3,1,0
146,5,3,4
89,2,7,26
107,1,4,10
524,6,0,0
723,5,0,0
235,7,4,0
236,4,4,21
210,7,0,0
290,7,1,0
649,7,1,0
596,7,5,10
558,4,5,58
234,7,6,5
667,3,2,12
716,5,1,0
224,1,6,0
439,3,4,8
69,3,2,3
322,2,7,10
695,0,0,0
417,1,6,7
410,4,7,94
695,6,2,12
273,7,5,0
217,7,6,0
531,5,7,25
505,7,2,0
714,0,0,22
211,5,1,0
272,2,7,0
709,6,1,0
608,0,6,57
228,4,1,0
84,5,5,442
219,3,7,21
592,1,0,27
317,2,4,16
531,3,4,31
691,6,1,0
654,7,1,0
641,3,0,0
246,2,7,0
411,3,6,180
635,7,1,0
363,0,3,39
425,7,2,0
302,2,2,15
558,6,4,0
211,1,7,76
60,7,1,0
699,1,5,294
393,0,4,0
108,3,7,6
355,4,0,0
640,0,5,19
392,0,6,0
188,6,2,4
407,4,2,0
530,7,6,9
360,5,7,35
496,3,5,173
252,7,2,0
575,7,7,0
283,5,7,18
75,2,2,4
18,2,2,27
89,7,5,22
684,5,0,0
266,4,5,52
346,6,1,108
64,3,4,45
60,0,6,162
691,4,2,0
106,5,1,0
224,3,3,0
153,3,0,0
540,5,2,9
87,4,5,162
404,6,4,7
266,7,1,0
404,5,5,96
561,7,4,0
322,2,5,6
255,0,6,36
168,7,1,0
323,7,1,0
111,2,0,0
632,3,7,19
410,7,1,0
558,1,6,0
16,7,1,0
501,3,3,50
462,1,0,0
280,7,4,0
690,6,0,0
398,1,6,142
69,4,7,54
65,3,4,87
60,3,0,0
610,7,4,0
183,3,0,0
225,4,6,5
312,5,6,170
321,2,7,0
587,3,1,0
698,3,5,415
108,2,4,4
332,5,2,16
672,5,2,41
454,0,3,66
574,7,0,0
268,5,1,0
336,2,0,6
216,6,0,0
224,2,6,0
286,5,7,18
415,2,7,19
240,3,3,50
462,5,1,0
678,5,1,0
665,1,1,0
307,3,4,64
729,5,3,59
62,3,3,39
266,7,4,23
129,5,1,0
252,1,0,0
100,6,3,0
413,4,7,24
428,3,4,101
209,1,5,154
262,4,0,0
672,3,0,0
552,4,1,26
455,4,1,13
143,0,0,4
413,3,7,12
637,5,2,11
273,7,6,0
288,6,5,6
636,0,4,0
619,3,3,121
711,6,4,0
603,0,3,121
96,6,1,4
282,6,3,9
83,5,0,4
80,2,0,0
323,6,7,16
386,0,2,0
687,4,0,0
197,6,2,0
253,1,0,0
310,4,3,98
697,4,6,316
563,4,7,0
719,7,2,0
173,3,7,19
493,0,2,109
375,2,2,92
705,2,5,259
209,0,7,93
464,7,6,0
162,0,5,238
669,4,4,90
105,6,1,0
604,6,2,0
697,4,7,99
442,5,1,0
251,6,2,0
661,1,6,141
396,1,5,41
378,3,6,177
703,5,3,13
248,6,6,0
564,3,7,10
564,6,1,0
728,6,7,449
613,6,4,0
681,1,1,0
266,2,5,56
184,7,5,7
473,7,2,0
148,4,4,0
652,6,6,39
667,7,2,0
29,4,6,0
169,7,7,0
254,2,5,62
200,2,7,0
79,6,3,0
319,5,4,0
655,5,6,0
57,7,3,3
199,4,4,0
179,0,1,12
464,0,4,0
249,7,3,0
236,3,6,47
42,6,5,18
289,2,3,40
542,7,4,0
510,1,2,23
240,0,2,14
550,5,7,160
488,1,4,0
559,0,6,0
558,4,3,135
140,2,2,35
548,1,5,224
152,2,0,23
327,5,3,20
392,2,6,0
309,5,2,0
192,7,3,0
579,0,0,0
333,6,4,380
129,6,4,28
277,6,2,0
2,7,2,0
600,6,7,92
6,6,2,0
158,4,3,14
497,6,4,8
678,2,1,0
413,1,0,0
261,1,4,27
524,6,5,23
640,6,7,11
269,7,6,9
584,6,0,0
616,3,4,18
676,1,6,66
584,3,5,0
458,7,2,0
616,7,2,0
444,6,2,0
580,5,4,78
603,0,6,121
479,3,1,8
464,1,0,0
87,4,2,0
227,4,6,0
710,5,3,0
152,6,6,7
240,1,2,27
658,5,5,0
420,3,2,0
98,3,0,0
253,6,2,125
251,5,4,17
355,4,3,37
579,6,2,0
479,2,3,172
286,1,4,29
583,4,1,0
291,7,7,0
319,4,3,87
477,4,7,13
293,0,6,15
95,3,1,0
406,5,2,30
304,3,1,0
273,4,6,0
446,0,0,40
618,2,6,57
598,5,2,10
249,4,6,0
364,1,4,28
243,5,0,0
489,4,2,0
192,0,4,45
536,5,0,0
593,5,5,159
112,4,5,20
321,7,3,0
565,4,0,10
286,0,1,9
69,1,6,1180
562,5,4,0
179,6,1,0
82,2,5,383
25,6,6,11
385,6,3,11
5,2,4,0
648,2,2,102
484,6,0,0
533,5,0,0
649,7,5,31
146,5,2,4
67,3,7,145
143,2,1,4
726,5,5,849
548,6,2,0
624,2,1,0
280,7,2,5
266,5,0,0
231,4,0,0
47,4,2,0
691,2,7,12
283,6,0,0
311,0,7,289
15,0,3,60
356,3,2,27
425,5,6,39
383,5,1,7
218,4,4,16
109,2,6,20
422,5,2,0
533,7,3,0
714,7,7,13
678,5,5,41
683,4,1,0
584,4,7,0
12,6,5,8
614,3,7,18
210,5,0,0
237,5,0,0
662,2,2,82
228,2,4,8
226,6,5,0
386,5,4,0
229,1,7,8
594,0,6,237
199,4,2,0
509,0,0,0
678,2,0,0
307,7,7,0
605,6,6,11
398,4,3,18
92,7,4,152
711,1,1,0
447,0,1,0
357,6,3,21
22,0,6,177
707,1,6,43
652,1,2,71
269,2,6,18
24,0,3,40
153,4,3,37
146,7,6,7
204,0,5,28
580,3,2,17
312,2,5,602
42,5,2,25
464,3,5,34
336,4,2,0
129,7,3,0
270,0,4,0
702,4,7,169
325,0,6,61
729,6,6,45
278,7,5,5
45,4,2,0
288,3,1,30
102,1,4,0
450,7,1,0
220,1,3,13
63,0,4,117
592,7,6,44
334,7,0,0
235,0,2,34
542,2,6,80
526,0,3,161
531,0,5,135
567,3,5,100
260,5,4,27
530,0,6,200
506,5,4,9
19,5,6,374
372,3,2,46
601,3,5,370
409,1,4,137
438,7,7,0
509,5,7,15
617,2,0,11
615,7,4,0
520,6,3,15
721,2,3,200
631,6,3,0
390,0,5,7
627,4,5,194
346,5,1,0
152,0,7,4
730,7,3,14
600,4,4,295
310,3,3,83
225,2,3,0
703,1,0,0
0,3,2,0
3,5,2,0
278,5,5,9
553,5,7,26
287,0,6,70
85,7,4,4
675,1,6,140
299,7,2,0
257,5,2,0
367,7,5,0
731,6,2,0
310,4,4,74
196,0,6,8
435,4,3,111
26,6,6,0
115,6,3,4
319,1,7,16
480,1,0,0
94,6,4,6
20,4,0,0
605,0,1,0
143,6,1,0
453,0,7,45
606,5,5,28
653,4,1,0
581,7,3,0
316,6,2,16
393,4,6,0
726,2,7,1402
724,6,0,0
339,4,1,33
127,4,1,0
708,2,3,0
34,0,3,387
9,4,6,14
456,6,7,69
430,2,6,125
351,7,4,6
336,1,2,44
248,6,1,0
152,7,2,0
59,1,4,126
464,6,2,0
709,5,6,0
520,1,7,105
83,3,2,16
29,4,7,9
303,5,1,0
201,6,5,5
114,5,3,50
451,7,6,20
205,7,1,0
444,7,0,0
703,3,3,43
299,6,6,30
47,1,6,54
48,5,1,0
48,3,3,36
214,3,6,323
613,6,5,36
535,6,3,0
428,0,7,94
25,0,5,18
612,1,5,18
556,5,3,10
131,2,0,7
155,0,1,11
9,2,3,237
709,5,0,0
580,3,0,0
599,5,7,115
282,1,3,38
154,6,2,0
67,5,2,3
158,3,0,0
114,0,0,13
382,2,3,210
93,1,5,170
97,0,0,17
306,5,1,6
374,3,7,28
373,3,6,74
241,1,7,44
56,7,4,0
370,2,0,0
680,4,1,0
446,7,0,0
511,5,4,9
532,6,5,9
454,1,3,111
476,2,6,194
4,4,4,0
704,5,4,43
133,3,0,39
123,4,4,4
543,2,1,0
286,3,3,84
53,4,1,0
578,0,4,115
169,6,5,31
19,5,2,5
409,6,0,0
125,7,6,0
178,3,7,0
649,3,5,184
118,0,3,46
393,3,4,0
533,1,1,0
226,4,5,16
235,6,4,0
504,5,7,67
676,7,3,21
577,7,0,0
682,5,4,0
600,5,0,0
518,0,3,61
518,5,1,9
397,1,2,53
163,3,5,1434
9,0,6,114
722,5,5,517
252,3,2,14
632,0,1,0
65,0,5,229
642,7,3,0
711,7,3,0
175,5,2,0
272,0,1,0
441,6,3,0
546,4,1,49
145,7,1,0
116,2,0,0
134,1,5,129
601,0,1,92
568,2,7,252
309,1,3,104
553,6,7,26
451,0,3,40
94,3,2,10
287,2,2,29
425,5,7,55
529,7,2,0
334,7,7,26
312,5,4,61
383,4,0,46
71,7,1,0
352,0,0,10
0,4,1,8
480,2,3,100
352,6,4,21
537,0,7,0
670,6,5,20
339,2,2,64
686,5,1,0
524,2,6,372
487,0,7,8
40,7,1,0
650,1,3,122
611,1,3,0
30,7,5,0
441,0,2,0
419,7,5,0
580,1,4,17
221,0,0,0
245,5,5,0
107,4,1,0
214,7,5,5
700,2,2,78
641,4,4,108
199,0,3,0
188,5,4,15
618,6,6,11
75,1,4,6
432,0,4,111
83,5,2,0
225,6,1,0
648,7,1,0
37,6,0,0
113,3,0,0
122,3,0,0
63,5,6,147
122,6,6,4
165,1,3,183
274,7,3,0
101,2,5,6
134,3,4,129
368,1,7,11
641,0,4,30
216,5,4,13
476,4,5,90
217,4,4,16
76,1,1,0
417,2,6,0
72,2,0,0
388,3,5,149
292,6,5,34
94,3,6,152
211,6,6,33
348,0,2,17
205,0,0,16
353,5,4,17
264,6,5,18
339,3,3,81
177,1,4,0
214,6,1,0
552,3,4,100
183,0,4,15
577,3,4,142
538,1,3,9
117,4,2,0
352,4,7,44
442,4,5,0
76,5,4,0
548,0,2,40
710,0,4,0
685,0,7,181
258,4,3,44
171,3,5,0
606,5,0,0
666,3,1,20
522,6,7,29
49,1,0,0
136,4,3,70
70,7,1,0
263,0,2,22
311,1,0,34
444,4,7,40
513,6,3,0
417,4,6,0
457,7,4,0
183,1,0,0
161,2,2,55
695,5,1,0
369,6,3,0
661,5,3,12
231,2,0,0
107,2,3,4
81,7,6,10
365,0,4,7
349,3,7,44
330,4,0,6
656,7,2,0
279,0,6,9
333,0,4,200
273,5,3,0
443,3,4,0
532,4,6,31
663,5,3,0
480,0,5,521
560,3,2,0
118,3,1,13
627,4,1,11
602,7,6,18
687,0,1,0
88,1,4,22
131,7,7,4
135,6,3,4
189,1,6,24
373,7,1,0
54,6,2,0
507,2,6,205
566,7,4,0
567,1,3,126
411,4,4,39
215,7,6,5
503,1,1,22
37,0,2,138
371,1,2,0
339,0,3,37
466,6,1,0
528,7,4,15
564,3,4,26
345,6,2,0
715,0,3,99
638,1,4,11
276,6,3,0
679,5,4,0
651,3,0,0
356,5,3,17
637,3,6,19
405,3,1,11
27,7,2,0
690,3,2,0
475,6,4,0
86,5,3,10
660,3,7,12
321,3,1,0
141,7,7,13
121,0,3,21
626,1,7,116
197,5,0,0
269,7,2,0
80,4,3,6
720,0,0,23
561,3,6,10
552,4,4,68
344,4,6,6
320,7,1,0
66,1,6,1800
577,7,2,0
542,6,2,0
667,6,6,133
250,2,0,0
480,3,6,449
263,5,0,0
13,3,7,186
234,3,4,13
10,0,3,642
81,3,4,73
422,5,1,19
482,0,7,117
342,2,3,33
630,5,6,60
690,0,0,0
146,0,4,4
148,2,2,0
27,7,6,0
486,3,5,28
195,0,5,20
362,2,6,341
179,1,6,12
633,5,7,0
493,7,5,8
373,1,6,35
500,0,7,117
709,1,5,0
146,5,4,11
281,5,2,0
366,1,6,28
100,5,5,0
588,2,2,0
403,1,3,48
485,6,1,0
467,4,0,0
231,3,5,29
24,6,5,11
597,4,4,132
417,5,2,0
678,4,7,12
626,6,6,11
41,5,4,190
28,0,3,0
58,2,6,241
34,4,3,46
60,0,3,162
255,3,5,84
181,6,6,12
116,1,7,54
15,2,2,44
684,0,7,66
463,4,4,8
604,6,7,46
120,2,7,31
261,2,7,62
545,2,1,0
346,0,0,0
533,5,7,31
188,6,7,12
314,7,4,6
270,6,5,9
293,1,3,30
472,1,0,0
564,4,2,0
453,2,5,91
397,2,5,101
274,4,7,0
379,7,7,7
306,0,5,64
686,3,4,0
717,3,0,0
73,2,2,12
235,0,0,5
241,6,2,5
494,5,7,36
42,3,5,2256
318,5,5,6
592,5,2,0
420,6,6,7
229,3,5,8
127,5,3,4
479,1,0,0
400,1,5,190
508,0,1,0
510,6,7,15
727,5,1,222
703,1,6,653
630,2,3,60
411,7,3,0
77,0,5,0
439,4,5,13
688,3,4,140
161,6,4,77
446,0,5,13
130,4,2,0
499,4,6,153
289,5,6,0
196,0,1,8
49,3,4,21
99,6,7,0
207,2,6,113
175,6,2,0
214,1,6,154
467,0,5,8
644,7,7,0
222,1,6,0
239,1,0,0
586,1,6,10
287,6,5,52
466,2,7,8
13,6,6,22
447,2,1,0
569,4,1,26
246,5,1,0
177,3,5,4
326,2,3,61
683,4,6,0
60,7,5,54
464,5,3,13
604,7,4,36
345,7,2,0
252,5,6,0
686,5,4,0
607,6,3,0
669,3,4,102
593,0,1,10
426,5,0,0
457,7,0,0
358,2,2,48
235,6,6,16
40,0,3,89
337,2,7,54
599,3,5,264
562,5,7,16
60,7,7,0
223,1,1,0
169,4,7,15
178,6,3,0
144,5,1,0
280,3,0,5
547,2,0,0
411,5,0,0
622,4,4,92
380,1,4,107
645,4,5,157
83,6,4,0
300,4,1,6
612,3,7,11
30,1,5,0
503,4,1,0
589,7,4,10
673,2,2,54
22,6,0,0
495,4,3,59
311,3,4,92
622,2,6,121
81,1,7,136
567,2,0,0
563,0,3,0
286,3,0,0
349,1,4,44
579,5,3,10
463,7,1,0
517,4,3,38
315,2,2,26
439,7,6,0
76,5,2,0
173,2,7,12
652,4,3,133
87,5,7,12
403,6,3,96
81,3,1,10
472,5,7,77
339,4,4,27
470,4,4,130
618,6,4,36
543,7,2,0
523,7,4,0
481,5,3,8
82,7,7,0
238,1,3,68
13,6,2,0
486,0,1,0
227,2,1,0
664,6,3,12
461,1,7,96
583,3,0,0
134,2,3,91
441,5,5,8
731,5,6,95
315,7,0,0
189,0,4,12
500,4,2,0
166,1,7,933
407,7,7,23
14,2,0,0
14,7,1,0
238,4,7,29
676,7,0,0
448,4,0,8
332,7,0,0
127,5,5,4
79,6,5,0
699,7,0,0
421,7,0,0
212,7,2,0
161,7,0,0
686,3,6,0
604,7,7,28
489,2,2,0
107,3,5,23
624,5,0,0
662,5,6,20
347,6,7,0
513,1,5,0
506,0,7,205
223,1,7,0
293,5,2,0
87,1,7,300
631,0,0,11
144,0,1,0
298,2,4,9
308,0,1,0
299,2,1,0
227,2,3,5
490,0,0,0
130,7,6,13
52,1,6,3
511,0,3,15
210,7,2,0
679,2,5,12
611,5,5,0
235,3,3,16
279,3,3,32
444,2,7,13
7,1,1,0
727,7,4,95
76,5,3,0
484,0,1,8
525,7,5,23
170,0,6,0
26,0,6,11
467,5,2,0
662,2,3,419
150,4,6,0
329,5,5,67
206,4,3,16
292,4,0,0
179,6,0,0
77,0,7,0
594,7,7,0
295,3,1,0
596,5,7,78
601,7,1,0
376,1,3,358
486,4,5,22
448,1,4,20
579,6,1,0
138,1,1,0
388,2,5,48
51,1,4,15
522,0,5,85
354,7,5,6
590,7,7,10
215,5,5,40
642,2,5,116
69,2,3,301
309,2,3,74
40,1,0,0
87,7,3,0
176,3,0,0
430,4,0,0
366,1,7,39
690,1,0,0
317,3,3,20
725,2,7,613
690,1,4,0
343,6,0,0
704,4,2,0
59,0,0,0
344,2,1,0
242,0,4,22
276,6,2,0
278,6,6,18
261,5,6,17
166,7,1,0
103,2,0,4
422,4,3,12
43,2,1,0
191,6,6,31
539,6,0,0
208,5,0,0
25,5,1,0
369,2,4,0
391,4,7,7
441,2,7,0
554,6,2,0
272,7,7,0
323,1,1,0
170,5,7,0
353,2,2,17
426,4,7,125
709,2,6,35
543,4,4,289
400,4,6,78
630,4,7,60
538,7,3,0
198,5,5,0
345,7,5,0
387,0,4,53
221,6,3,0
561,7,5,0
371,7,5,0
246,1,0,0
663,6,2,0
640,1,2,60
63,1,4,54
127,0,0,0
423,0,1,12
633,2,2,0
623,6,4,28
364,4,5,79
258,5,6,311
57,7,5,0
228,2,3,21
527,7,0,0
57,2,4,431
345,1,4,0
164,0,2,73
681,6,0,0
188,2,2,19
44,4,6,717
410,7,7,0
707,3,4,78
191,2,6,50
471,5,6,27
358,1,7,146
359,7,1,0
587,6,0,0
406,6,0,0
683,3,0,0
569,5,5,94
502,2,1,8
501,4,6,624
42,2,3,263
56,7,7,0
303,4,0,0
69,1,2,36
700,0,7,238
459,3,7,13
19,5,3,0
705,2,2,69
339,3,0,0
90,7,5,12
75,6,4,0
416,6,6,0
529,1,7,40
380,4,4,74
126,2,4,7
234,1,3,13
197,0,1,5
644,1,0,0
93,5,0,32
439,4,0,0
700,4,3,56
247,5,0,0
370,7,3,0
161,7,1,0
354,1,1,6
704,0,0,22
84,4,7,83
399,1,5,186
609,4,5,0
195,4,1,20
125,1,6,0
281,0,2,56
152,2,7,14
165,2,0,0
316,2,2,10
251,3,4,106
348,5,4,33
367,6,0,0
25,4,0,0
451,2,6,25
677,0,4,33
62,5,7,24
563,6,5,0
571,2,1,0
611,6,5,11
373,1,7,181
122,4,0,0
422,5,7,31
506,0,3,114
503,0,0,8
525,4,5,228
65,7,2,0
457,3,0,8
70,1,6,431
425,6,1,0
486,5,4,14
329,4,2,10
724,2,0,14
229,2,4,5
470,1,7,151
216,1,0,0
454,3,2,8
555,5,6,32
327,6,6,16
5,6,7,0
335,7,6,16
655,3,6,20
541,1,2,89
457,3,4,77
177,7,1,0
45,3,5,319
407,4,3,78
474,4,3,27
230,5,0,0
662,6,1,0
124,2,3,0
232,0,3,16
383,4,6,675
63,5,3,21
488,4,7,0
81,7,5,6
705,7,7,35
303,4,2,0
377,1,1,0
192,3,6,85
464,0,6,8
522,6,4,38
484,4,3,72
594,2,4,105
529,1,3,71
657,6,1,0
180,3,4,15
437,7,4,0
421,1,2,70
57,0,0,3
100,7,1,0
687,1,6,0
333,5,2,0
129,2,0,0
165,4,4,96
430,1,4,55
99,0,0,10
616,2,7,121
13,2,2,17
358,0,0,33
614,1,1,0
428,7,6,12
526,7,2,0
316,1,4,16
536,4,4,0
535,1,2,0
416,0,5,12
501,7,3,8
625,5,4,49
441,6,5,0
402,6,4,11
391,7,4,0
693,2,3,375
0,4,5,17
175,4,1,0
64,5,0,0
637,4,6,11
115,5,3,6
348,6,6,21
612,2,2,18
715,6,1,0
208,6,7,8
174,0,4,7
37,1,6,233
405,6,5,30
523,5,6,114
180,1,0,0
569,2,5,100
154,4,7,329
242,2,4,39
504,0,4,114
484,2,6,109
344,3,4,0
14,4,6,44
649,2,3,141
643,2,0,0
703,4,3,203
190,5,4,0
333,7,0,0
669,4,7,71
725,7,3,36
332,7,3,10
428,6,4,7
206,5,1,0
489,7,5,0
167,3,2,25
9,4,3,44
109,4,2,0
404,3,7,89
242,1,4,9
248,1,7,0
388,5,2,23
501,7,7,340
224,7,4,0
551,3,4,135
96,3,7,20
157,2,3,69
640,3,1,0
69,5,0,0
310,6,5,34
176,3,4,0
321,6,7,6
70,1,3,124
7,5,6,17
609,5,4,0
74,0,0,0
638,4,6,60
504,4,5,228
349,7,0,0
114,7,0,0
468,7,4,0
467,2,4,8
589,5,6,34
313,6,5,10
119,5,1,6
462,2,5,21
703,3,4,212
497,2,3,109
634,7,0,0
366,4,1,11
302,0,7,172
82,3,6,120
635,3,1,0
628,0,1,19
126,4,2,4
140,3,1,7
395,3,7,0
599,6,7,71
576,1,4,88
718,5,7,125
646,7,6,30
474,6,6,21
601,7,0,0
8,7,1,0
118,1,1,0
244,4,6,5
201,3,7,5
616,1,5,75
652,1,6,82
23,2,0,0
484,5,5,50
66,0,4,380
225,0,0,5
671,7,2,0
653,3,1,0
537,5,1,0
12,6,1,0
143,2,6,94
592,7,0,0
712,6,2,0
728,3,2,200
624,2,5,146
233,2,7,34
578,5,4,44
599,1,7,149
412,4,3,51
210,6,5,16
12,4,5,44
476,4,1,13
548,1,6,230
379,7,6,11
408,3,2,113
292,1,3,34
623,0,0,0
93,7,4,12
447,6,0,0
130,6,1,0
713,7,4,0
494,5,4,72
258,5,1,0
383,2,7,63
503,2,5,362
390,1,0,0
28,2,7,6
338,3,7,33
111,5,0,0
64,0,1,3
42,2,2,158
547,6,6,25
39,4,2,0
422,3,4,94
524,5,7,91
168,2,5,77
308,1,2,55
16,2,2,17
48,5,4,15
95,3,3,19
515,2,2,0
723,7,4,14
110,2,0,0
159,1,4,62
719,4,2,0
669,1,2,90
378,2,4,92
690,6,6,0
60,6,5,9
113,6,3,0
27,2,3,9
460,5,3,13
239,7,6,16
13,3,6,101
419,7,4,0
453,3,0,0
633,7,1,0
540,7,5,25
521,2,4,129
726,6,7,213
20,6,5,36
80,3,5,10
615,3,3,75
385,5,3,7
82,6,5,146
317,5,0,0
640,5,6,19
562,6,3,16
534,3,0,0
341,0,0,6
512,7,0,0
590,2,7,247
468,6,2,0
48,0,5,24
543,3,0,0
587,2,2,10
311,0,3,117
444,7,7,0
578,1,6,186
716,6,6,13
399,7,5,7
60,1,4,100
38,0,0,3
208,2,5,45
689,6,4,0
356,6,3,0
107,6,7,0
332,2,6,186
503,1,2,131
11,1,1,0
475,4,5,61
251,3,1,0
143,0,4,42
461,5,0,0
699,4,2,0
237,4,7,21
176,4,0,0
23,1,3,44
41,7,2,0
47,6,7,3
418,7,4,0
20,4,2,0
150,1,1,0
108,3,2,6
602,7,0,0
683,6,7,0
194,2,7,61
361,0,1,0
417,0,4,0
0,0,1,0
360,5,3,28
70,0,5,132
467,2,5,0
536,4,3,9
560,5,2,0
558,0,1,16
247,7,6,0
185,7,7,0
13,0,5,259
24,6,6,0
678,0,4,12
636,1,6,0
397,5,1,11
131,3,5,39
678,5,7,0
193,3,7,25
32,3,1,9
497,3,4,137
356,1,1,6
228,7,0,0
305,2,1,6
190,2,5,62
135,5,5,98
438,5,6,0
566,7,1,0
231,3,1,5
254,1,5,161
331,4,2,0
254,6,6,31
592,5,4,54
229,5,7,5
532,6,4,15
426,3,6,212
157,0,2,153
375,2,4,199
131,1,7,111
430,5,2,43
514,6,1,0
172,3,5,34
332,1,5,103
207,1,6,45
183,7,5,15
665,3,2,12
501,4,7,81
564,1,0,0
462,6,5,13
524,1,3,137
583,6,4,0
119,7,2,0
419,1,1,0
128,1,5,4
424,2,7,70
688,6,4,0
455,1,2,86
643,1,4,67
178,4,2,0
167,7,4,11
196,3,1,0
222,2,4,5
689,3,2,0
381,7,3,7
127,7,0,0
125,6,3,4
102,4,6,0
89,5,5,73
637,5,0,0
652,5,7,102
476,7,5,8
295,5,4,0
492,3,4,45
681,7,5,0
206,7,3,5
128,1,7,13
59,5,0,0
42,3,7,52
361,5,3,0
336,1,1,0
599,3,6,281
174,5,1,0
388,3,4,96
591,1,3,186
677,4,2,0
385,6,4,11
190,7,2,0
689,2,7,0
535,7,5,0
425,0,7,137
674,2,7,173
137,4,2,0
473,1,3,61
522,0,2,91
354,6,2,6
557,7,5,26
644,3,3,78
261,1,7,67
230,2,2,0
362,3,1,0
375,1,6,114
307,0,4,89
401,1,4,53
616,3,2,0
67,1,4,96
457,3,3,27
493,0,5,59
286,2,6,29
364,7,2,0
545,1,1,15
182,1,3,7
